image_path,text_prompt
./dataset/00000863.jpg,a view of the field at clemson stadium
./dataset/00000864.jpg,the penn football team is playing in the game
./dataset/00000865.jpg,a large american flag
./dataset/00000866.jpg,a football game with players running on the field
./dataset/00000867.jpg,a football player is running with the ball
./dataset/00000868.jpg,the jets line up for a play
./dataset/00000869.jpg,a football player running on the field
./dataset/00000870.jpg,a football player running with the ball
./dataset/00000871.jpg,a man is running on a track
./dataset/00000872.jpg,a group of people playing a game of football
./dataset/00000873.jpg,a man standing on a field with a red and green logo
./dataset/00000874.jpg,a man with tattoos on his arm and a football helmet
./dataset/00000875.jpg,a man in a white uniform
./dataset/00000876.jpg,the carolina panthers play against the jacksonville jaguars in the first quarter
./dataset/00000877.jpg,a football game with a player running the ball
./dataset/00000878.jpg,a video game showing a football game
./dataset/00000879.jpg,a man in a gray shirt and white pants
./dataset/00000880.jpg,the football players are playing on the field
./dataset/00000881.jpg,a group of people playing a game of football
./dataset/00000882.jpg,a football player running with the ball
./dataset/00000883.jpg,a football player running with the ball
./dataset/00000884.jpg,a football player running with the ball
./dataset/00000885.jpg,a football game with a player running the ball
./dataset/00000886.jpg,a football player is about to throw the ball
./dataset/00000887.jpg,a man running with a ball in his hand
./dataset/00000888.jpg,a man in a black jacket
./dataset/00000889.jpg,a couple standing on the sidelines at a football game
./dataset/00000890.jpg,a man in a uniform
./dataset/00000891.jpg,a camera is on the ground in front of a crowd
./dataset/00000892.jpg,a football player running with the ball
./dataset/00000893.jpg,a football game is being played on the field
./dataset/00000894.jpg,a group of people playing football on a field
./dataset/00000895.jpg,the football field at gill stadium
./dataset/00000896.jpg,a football game is being played on a field
./dataset/00000897.jpg,a young man in a football uniform standing on a field
./dataset/00000898.jpg,a football player throwing a ball
./dataset/00000899.jpg,a large stadium
./dataset/00000900.jpg,a football player running with the ball
./dataset/00000901.jpg,a football player is walking off the field
./dataset/00000902.jpg,a football game is being played on the field
./dataset/00000903.jpg,a group of people are on a track
./dataset/00000904.jpg,the cheer team is performing during the game
./dataset/00000905.jpg,a football game is being played on the field
./dataset/00000906.jpg,a man holding a bat
./dataset/00000907.jpg,a video of a football game being played
./dataset/00000908.jpg,a group of people on a field with a football field
./dataset/00000909.jpg,a soccer player
./dataset/00000910.jpg,the football team runs the ball during practice
./dataset/00000911.jpg,a football game is being played on the field
./dataset/00000912.jpg,a football player running with the ball
./dataset/00000913.jpg,a football game is being played on the field
./dataset/00000914.jpg,a football player running with the ball
./dataset/00000915.jpg,a football field
./dataset/00000916.jpg,a football player running with the ball
./dataset/00000917.jpg,a man in a black jacket and a man in a white hat
./dataset/00000918.jpg,a football player is running with the ball
./dataset/00000919.jpg,the alabama football team hus during a game
./dataset/00000920.jpg,a man in a uniform
./dataset/00000921.jpg,the football players are playing on the field
./dataset/00000922.jpg,the broncos running the ball during a game
./dataset/00000923.jpg,a football game is being played on a field
./dataset/00000924.jpg,a football game is being played on a field
./dataset/00000925.jpg,a football player is about to throw the ball
./dataset/00000926.jpg,a football game is being played on a field
./dataset/00000927.jpg,a group of people playing a game of roller skate
./dataset/00000928.jpg,a football game
./dataset/00000929.jpg,a football game is being played on the field
./dataset/00000930.jpg,the flag is being carried by the football team
./dataset/00000931.jpg,a stadium filled with fans
./dataset/00000932.jpg,a football player running with the ball
./dataset/00000933.jpg,a football game is being played on the field
./dataset/00000934.jpg,a man is running with a football ball
./dataset/00000935.jpg,a football game is being played on the field
./dataset/00000936.jpg,a football game with a player running for the ball
./dataset/00000937.jpg,a football player is running with the ball
./dataset/00000938.jpg,a group of people playing a game on a field
./dataset/00000939.jpg,the football team is walking down the field
./dataset/00000940.jpg,a football game is being played on a rainy day
./dataset/00000941.jpg,a football player is throwing the ball
./dataset/00000942.jpg,a football player running with the ball
./dataset/00000943.jpg,a man in a blue jacket standing on a field
./dataset/00000944.jpg,a soccer player
./dataset/00000945.jpg,a black and white photo of a soccer field
./dataset/00000946.jpg,a television screen
./dataset/00000947.jpg,a stadium full of people
./dataset/00000948.jpg,the football team is playing on the field
./dataset/00000949.jpg,a football player running with the ball
./dataset/00000950.jpg,a football game with a player running for the ball
./dataset/00000951.jpg,a group of people standing on top of a field
./dataset/00000952.jpg,a football player running with the ball
./dataset/00000953.jpg,a football player running with the ball
./dataset/00000954.jpg,a football player is running with the ball
./dataset/00000955.jpg,a football game with a player running for the ball
./dataset/00000956.jpg,a man running on a field
./dataset/00000957.jpg,a group of people standing on a field
./dataset/00000958.jpg,a football player running with the ball
./dataset/00000959.jpg,a football game is being played on the field
./dataset/00000960.jpg,a football player is trying to get past the defense
./dataset/00000961.jpg,a football player running with the ball
./dataset/00000962.jpg,a field with a soccer field and a soccer field
./dataset/00000963.jpg,a football player running with the ball
./dataset/00000964.jpg,a football player is about to throw the ball
./dataset/00000965.jpg,the rams are playing in the nfc game
./dataset/00000966.jpg,a football game with the opposing running
./dataset/00000967.jpg,the football team is huddled up on the field
./dataset/00000968.jpg,the marching team is performing on the field
./dataset/00000969.jpg,a group of children standing on a soccer field
./dataset/00000970.jpg,a view of a football game from a window
./dataset/00000971.jpg,a large crowd of people
./dataset/00000972.jpg,a boy running with a football
./dataset/00000973.jpg,the football field at the university of texas stadium
./dataset/00000974.jpg,the football team is running on the field
./dataset/00000975.jpg,the players are getting ready for the game
./dataset/00000976.jpg,a football game with a player holding a ball
./dataset/00000977.jpg,a football player is jumping in the air
./dataset/00000978.jpg,a football player running with the ball
./dataset/00000979.jpg,a tweet with a picture of a football field
./dataset/00000980.jpg,a football player running with the ball
./dataset/00000981.jpg,a man in a uniform
./dataset/00000982.jpg,a baseball player holding a bat on a field
./dataset/00000983.jpg,a football stadium
./dataset/00000984.jpg,a group of people playing a game of soccer
./dataset/00000985.jpg,a football player is running with the ball
./dataset/00000986.jpg,a tennis court with a net and ball
./dataset/00000987.jpg,a football game is being played on the field
./dataset/00000988.jpg,a football field
./dataset/00000989.jpg,a football game is being played on a field
./dataset/00000990.jpg,a football game
./dataset/00000991.jpg,a group of men running across a field
./dataset/00000992.jpg,the football team is shaking hands with the coach
./dataset/00000993.jpg,a football player is about to throw the ball
./dataset/00000994.jpg,a football player running with the ball
./dataset/00000995.jpg,a group of young football players standing on a field
./dataset/00000996.jpg,a football stadium
./dataset/00000997.jpg,a group of young people sitting on the grass
./dataset/00000998.jpg,a football game
./dataset/00000999.jpg,a football player running with the ball
./dataset/00001000.jpg,a football player is getting ready to throw the ball
./dataset/00001001.jpg,the redskins'defense is a big problem
./dataset/00001002.jpg,a stadium with a football field and a field
./dataset/00001003.jpg,a football player running with the ball
./dataset/00001004.jpg,a football player running with the ball
./dataset/00001005.jpg,a football player throwing a ball
./dataset/00001006.jpg,a man in a green and white uniform
./dataset/00001007.jpg,a man catching a football
./dataset/00001008.jpg,a crowd of people watching a soccer game
./dataset/00001009.jpg,a man in a green shirt and a blue hat
./dataset/00001010.jpg,the football team is playing in a stadium
./dataset/00001011.jpg,the cheer team performs during the game
./dataset/00001012.jpg,a football game with a player running the ball
./dataset/00001013.jpg,a football stadium
./dataset/00001014.jpg,the football team poses for a photo after winning the championship
./dataset/00001015.jpg,a group of young boys posing for a picture
./dataset/00001016.jpg,a football player running with the ball
./dataset/00001017.jpg,a football game with players on the field
./dataset/00001018.jpg,a man in a uniform
./dataset/00001019.jpg,a football team hus together on the field
./dataset/00001020.jpg,the football field
./dataset/00001021.jpg,a football player running with the ball
./dataset/00001022.jpg,a football game with fans in the stands
./dataset/00001023.jpg,the football team is getting ready to play
./dataset/00001024.jpg,a football game with a player running for the ball
./dataset/00001025.jpg,a man in a uniform holding a football
./dataset/00001026.jpg,a football player is trying to catch the ball
./dataset/00001027.jpg,a group of people standing on top of a field
./dataset/00001028.jpg,a football field
./dataset/00001029.jpg,the view from the stands at gill field
./dataset/00001030.jpg,the green bay packers hu a hut after the game
./dataset/00001031.jpg,a football player is standing on the field
./dataset/00001032.jpg,the aerial view of the football field at the university of minnesota
./dataset/00001033.jpg,a group of girls playing soccer on a field
./dataset/00001034.jpg,the football player is running with the ball
./dataset/00001035.jpg,a stadium with a band of people playing
./dataset/00001036.jpg,a group of people standing on top of a field
./dataset/00001037.jpg,a football game is being played on a field
./dataset/00001038.jpg,a football player running with the ball
./dataset/00001039.jpg,a football game with a player getting ready to pass
./dataset/00001040.jpg,a group of young football players running on a field
./dataset/00001041.jpg,a football game is being played in a stadium
./dataset/00001042.jpg,a man throwing a football
./dataset/00001043.jpg,the football game is being played
./dataset/00001044.jpg,a soccer game is being played in a stadium
./dataset/00001045.jpg,a man is running on a track
./dataset/00001046.jpg,the players are playing
./dataset/00001047.jpg,a football player catching a ball
./dataset/00001048.jpg,a football player running with the ball
./dataset/00001049.jpg,the girls'lacrosse team poses for a photo
./dataset/00001050.jpg,a football player is catching the ball
./dataset/00001051.jpg,a football player running with the ball
./dataset/00001052.jpg,a football player is about to throw the ball
./dataset/00001053.jpg,a football player throwing a ball
./dataset/00001054.jpg,a football game is being played on the field
./dataset/00001055.jpg,a football game is being played on a field
./dataset/00001056.jpg,a group of people playing a game of soccer
./dataset/00001057.jpg,a football player wearing a helmet and holding a ball
./dataset/00001058.jpg,a group of people standing in a field
./dataset/00001059.jpg,the band is playing on the field
./dataset/00001060.jpg,a stadium with a football field
./dataset/00001061.jpg,two men playing soccer
./dataset/00001062.jpg,a football game is being played
./dataset/00001063.jpg,a football player is running with the ball
./dataset/00001064.jpg,a man and woman standing in front of a stadium
./dataset/00001065.jpg,a football game with a crowd watching
./dataset/00001066.jpg,the cheer team is performing at the football game
./dataset/00001067.jpg,a football player running with the ball
./dataset/00001068.jpg,a football game with a crowd watching
./dataset/00001069.jpg,"lincoln field, section 2, row 2, seat 15"
./dataset/00001070.jpg,a football player running on a field
./dataset/00001071.jpg,a football game with a player running the ball
./dataset/00001072.jpg,a football player is running on the field
./dataset/00001073.jpg,a football game with a player running for the ball
./dataset/00001074.jpg,a football player running with the ball
./dataset/00001075.jpg,a football player is getting ready to throw the ball
./dataset/00001076.jpg,the us marine band marches during the opening day ceremony for the 2012 nfl super bowl at the national
./dataset/00001077.jpg,a football game with a large group of people
./dataset/00001078.jpg,a football game with a player running the ball
./dataset/00001079.jpg,a football game with a player in the middle of the field
./dataset/00001080.jpg,green bay packers running back to the side
./dataset/00001081.jpg,a football player is greeted by fans
./dataset/00001082.jpg,a young man running on a field
./dataset/00001083.jpg,a group of people standing on a field
./dataset/00001084.jpg,a football game with players on the field
./dataset/00001085.jpg,a football player standing on the field
./dataset/00001086.jpg,a col of a football game with a player running
./dataset/00001087.jpg,"the penn football team walks onto the field after the game against penn on sept 6, 2012"
./dataset/00001088.jpg,a football game is being played
./dataset/00001089.jpg,a soccer player is trying to block the ball
./dataset/00001090.jpg,a football field
./dataset/00001091.jpg,a man in a helmet holding a football
./dataset/00001092.jpg,"lamb stadium, section c, row 2, seat 10"
./dataset/00001093.jpg,a football game with a player running for the ball
./dataset/00001094.jpg,the football team is on the field
./dataset/00001095.jpg,a football game is shown on the screen
./dataset/00001096.jpg,the miami dolphins running the ball during a game
./dataset/00001097.jpg,the pittsburgh steelers play in the nfl game
./dataset/00001098.jpg,a football game is being played on the field
./dataset/00001099.jpg,seating for the 49ers
./dataset/00001100.jpg,a football game with the ball in the air
./dataset/00001101.jpg,the football field at the university of nevada
./dataset/00001102.jpg,a football player is being tackled by a team
./dataset/00001103.jpg,an aerial view of the football stadium
./dataset/00001104.jpg,a group of young men playing soccer on a field
./dataset/00001105.jpg,a train on the tracks
./dataset/00001106.jpg,a group of men playing a game of rugby
./dataset/00001107.jpg,the football team is running on the field
./dataset/00001108.jpg,a soccer player is kicking the ball on the field
./dataset/00001109.jpg,a football game is being played on the field
./dataset/00001110.jpg,a football field
./dataset/00001111.jpg,a group of people playing a game of football
./dataset/00001112.jpg,a baseball field
./dataset/00001113.jpg,a football game is being played in a gymnasium
./dataset/00001114.jpg,a man in a green bay packers uniform
./dataset/00001115.jpg,a football player running with the ball
./dataset/00001116.jpg,a soccer stadium
./dataset/00001117.jpg,a football player is diving for a ball
./dataset/00001118.jpg,a football player running with the ball
./dataset/00001119.jpg,a football player running with the ball
./dataset/00001120.jpg,a football game is being played in a stadium
./dataset/00001121.jpg,a football game with players running on the field
./dataset/00001122.jpg,the game is being played on the field
./dataset/00001123.jpg,the football players are running
./dataset/00001124.jpg,a soldier holding a flag
./dataset/00001125.jpg,a stadium with a large crowd watching a soccer game
./dataset/00001126.jpg,the jets are playing a game in the nfl playoffs
./dataset/00001127.jpg,a football player running with the ball
./dataset/00001128.jpg,the girls'soccer team poses for a photo
./dataset/00001129.jpg,the marching team at the football game
./dataset/00001130.jpg,a football player running with the ball
./dataset/00001131.jpg,a man in a uniform
./dataset/00001132.jpg,a football game is being played on the field
./dataset/00001133.jpg,a football player running with the ball
./dataset/00001134.jpg,the 49ers are playing in the nfc game
./dataset/00001135.jpg,the players are playing football
./dataset/00001136.jpg,a football player throwing a ball on the field
./dataset/00001137.jpg,a football game is being played on a field
./dataset/00001138.jpg,the view from the upper of the field at lamb stadium
./dataset/00001139.jpg,the football team runs the ball down the field
./dataset/00001140.jpg,a football game with the ball in the air
./dataset/00001141.jpg,the nfl game is being played on the field
./dataset/00001142.jpg,a football stadium
./dataset/00001143.jpg,a football game in the dark
./dataset/00001144.jpg,the players are playing
./dataset/00001145.jpg,a football game is being played on the field
./dataset/00001146.jpg,a man running with a football on a field
./dataset/00001147.jpg,a football player jumping up to catch the ball
./dataset/00001148.jpg,a man in a uniform holding a football
./dataset/00001149.jpg,a football game is being played on a field
./dataset/00001150.jpg,a football game is being played on the field
./dataset/00001151.jpg,a group of people posing for a picture
./dataset/00001152.jpg,a soccer game
./dataset/00001153.jpg,a football game is being played on a field
./dataset/00001154.jpg,a football field
./dataset/00001155.jpg,a football player running with the ball
./dataset/00001156.jpg,a man in a uniform
./dataset/00001157.jpg,a group of men running on a field
./dataset/00001158.jpg,the bears'quarterbacks are trying to get the ball
./dataset/00001159.jpg,a man in a white shirt
./dataset/00001160.jpg,a football game is being played on the field
./dataset/00001161.jpg,a football field with a blue and white football field
./dataset/00001162.jpg,a football game with a player running for the ball
./dataset/00001163.jpg,the football field
./dataset/00001164.jpg,a football game with the players running for the ball
./dataset/00001165.jpg,the football field at cowboys stadium
./dataset/00001166.jpg,seating view for texas state university stadium
./dataset/00001167.jpg,a stadium filled with people
./dataset/00001168.jpg,the football field at gill stadium
./dataset/00001169.jpg,a large crowd of people
./dataset/00001170.jpg,the pittsburgh steelers are playing in the nfl game
./dataset/00001171.jpg,a group of young football players running on a field
./dataset/00001172.jpg,the pittsburgh steelers running back to the steelers
./dataset/00001173.jpg,a football stadium
./dataset/00001174.jpg,a lacrosse player is getting ready to hit the ball
./dataset/00001175.jpg,a man is running on the soccer field
./dataset/00001176.jpg,a football game with a crowd watching
./dataset/00001177.jpg,the redskins'quarterbacks are ready to play in the nfc game
./dataset/00001178.jpg,a group of people standing on a field
./dataset/00001179.jpg,a soccer goal post
./dataset/00001180.jpg,a football game
./dataset/00001181.jpg,a crowd of people watching a football game
./dataset/00001182.jpg,the marching team performs at the football game
./dataset/00001183.jpg,a group of men playing a game of rugby
./dataset/00001184.jpg,a football player running with the ball
./dataset/00001185.jpg,a crowd of people watching a football game
./dataset/00001186.jpg,a group of people standing on a field
./dataset/00001187.jpg,the football players are celebrating
./dataset/00001188.jpg,a football player is running with the ball
./dataset/00001189.jpg,the football team practices on the field
./dataset/00001190.jpg,a football game is being played on the field
./dataset/00001191.jpg,the green bay football stadium
./dataset/00001192.jpg,a football player is about to throw the ball
./dataset/00001193.jpg,a group of people playing football on a field
./dataset/00001194.jpg,two football players running on a field
./dataset/00001195.jpg,a football game is being played on a field
./dataset/00001196.jpg,a group of people standing on a field
./dataset/00001197.jpg,a football game is being played on the field
./dataset/00001198.jpg,a football player is running after the ball
./dataset/00001199.jpg,a football player is tackled by another player
./dataset/00001200.jpg,a man in a green and white shirt
./dataset/00001201.jpg,a stadium with a football field
./dataset/00001202.jpg,a football player is running with the ball
./dataset/00001203.jpg,a football game is being played on the field
./dataset/00001204.jpg,a group of young football players running on a field
./dataset/00001205.jpg,the football players are walking on the field
./dataset/00001206.jpg,a large stadium
./dataset/00001207.jpg,a man wearing a helmet
./dataset/00001208.jpg,a woman sitting in a stadium
./dataset/00001209.jpg,the notres celebrate after their game against the purdue bulldogs
./dataset/00001210.jpg,a football game with a player running the ball
./dataset/00001211.jpg,the football team is walking off the field
./dataset/00001212.jpg,a man running on a field
./dataset/00001213.jpg,the carolinas are playing in the nfl game
./dataset/00001214.jpg,a group of people standing on a field
./dataset/00001215.jpg,the redskins'defense is a big problem
./dataset/00001216.jpg,a group of people walking across a field
./dataset/00001217.jpg,a man in a red uniform
./dataset/00001218.jpg,a group of men playing soccer on a field
./dataset/00001219.jpg,the university of wisconsin campus in wisconsin
./dataset/00001220.jpg,a football player is falling off the ground
./dataset/00001221.jpg,a football player is running with the ball
./dataset/00001222.jpg,a football field with the number 40 on it
./dataset/00001223.jpg,the football team is playing on the field
./dataset/00001224.jpg,a person holding a can of soda in a stadium
./dataset/00001225.jpg,a group of people standing on a field
./dataset/00001226.jpg,a stadium with a light shining on the side
./dataset/00001227.jpg,a football player is running with the ball
./dataset/00001228.jpg,a football player is running with the ball
./dataset/00001229.jpg,the football players are running on the field
./dataset/00001230.jpg,a football game is being played on the field
./dataset/00001231.jpg,a football player is running with the ball
./dataset/00001232.jpg,a stadium with a football field and a stadium lit up at night
./dataset/00001233.jpg,a football game with the ball in the air
./dataset/00001234.jpg,a football game is being played on a field
./dataset/00001235.jpg,a football player is running with the ball
./dataset/00001236.jpg,the marching team is performing on the field
./dataset/00001237.jpg,a woman in a green and yellow uniform
./dataset/00001238.jpg,a football player is running with the ball
./dataset/00001239.jpg,a football game with the opposing and players
./dataset/00001240.jpg,a football player is running with the ball
./dataset/00001241.jpg,the football team is standing on the field
./dataset/00001242.jpg,a football player running with the ball
./dataset/00001243.jpg,the cheer team performs at night
./dataset/00001244.jpg,a group of young men playing football on a field
./dataset/00001245.jpg,a football player is being tackled by a referee
./dataset/00001246.jpg,"metdome stadium, section a, row 2, seat 10"
./dataset/00001247.jpg,a group of people playing football on a field
./dataset/00001248.jpg,a crowd of people
./dataset/00001249.jpg,a football player catching a ball on the field
./dataset/00001250.jpg,a football game
./dataset/00001251.jpg,a group of people playing baseball on a field
./dataset/00001252.jpg,a soccer player
./dataset/00001253.jpg,a snow covered field
./dataset/00001254.jpg,a lacrosse player running with the ball
./dataset/00001255.jpg,a football game is being played on the field
./dataset/00001256.jpg,a mascot mascot is standing on the field
./dataset/00001257.jpg,a football player running with the ball
./dataset/00001258.jpg,a football game is being played on the field
./dataset/00001259.jpg,the new england logo on the field at the nfl stadium
./dataset/00001260.jpg,a large american flag
./dataset/00001261.jpg,the stadium at the university of wisconsin
./dataset/00001262.jpg,the players are playing
./dataset/00001263.jpg,a green field with houses in the background
./dataset/00001264.jpg,a football game is being played in a stadium
./dataset/00001265.jpg,a football player wearing a helmet
./dataset/00001266.jpg,a soccer game is being played in a stadium
./dataset/00001267.jpg,a band playing on a football field
./dataset/00001268.jpg,a football player running with the ball
./dataset/00001269.jpg,a football player is running with the ball
./dataset/00001270.jpg,a football field with a helmet on it
./dataset/00001271.jpg,a football player running with the ball
./dataset/00001272.jpg,the sims sims sims sims sims sims sims sims sims sims sims sims sims sims sims sims sims sims
./dataset/00001273.jpg,a man in a uniform
./dataset/00001274.jpg,the football team is posing for a photo
./dataset/00001275.jpg,a football field
./dataset/00001276.jpg,a woman riding a horse
./dataset/00001277.jpg,a football game is being played on the field
./dataset/00001278.jpg,a soccer game is being played on a field
./dataset/00001279.jpg,a football player is holding a helmet
./dataset/00001280.jpg,a football player is throwing the ball
./dataset/00001281.jpg,a football game is being played on the field
./dataset/00001282.jpg,a football player running with the ball
./dataset/00001283.jpg,a football player throwing a ball on the field
./dataset/00001284.jpg,a football player running with the ball
./dataset/00001285.jpg,the marching team is performing at the football game
./dataset/00001286.jpg,the cheer team is running on the field
./dataset/00001287.jpg,the new england patriots celebrate a touchdown
./dataset/00001288.jpg,"the titans'coach, left, talks with quarterbacks during a game against the titans"
./dataset/00001289.jpg,a football player running with the ball
./dataset/00001290.jpg,a man in uniform shaking hands with two men
./dataset/00001291.jpg,a football player running with the ball
./dataset/00001292.jpg,a football player running with the ball
./dataset/00001293.jpg,a young man in a football uniform throwing a ball
./dataset/00001294.jpg,a football game with a player running the ball
./dataset/00001295.jpg,a girl wearing a green and white uniform
./dataset/00001296.jpg,a football player is being tackled by a referee
./dataset/00001297.jpg,a man running with a football
./dataset/00001298.jpg,a football player is talking to an official
./dataset/00001299.jpg,a football game is being played on the field
./dataset/00001300.jpg,the football team is running on the field
./dataset/00001301.jpg,a football player running with the ball
./dataset/00001302.jpg,a football game
./dataset/00001303.jpg,a group of people standing on a field
./dataset/00001304.jpg,the football player is jumping in the air
./dataset/00001305.jpg,a man in a suit throwing a football
./dataset/00001306.jpg,a group of people
./dataset/00001307.jpg,a man in a uniform
./dataset/00001308.jpg,a lacrosse game with players on the field
./dataset/00001309.jpg,a crowd of people watching a football game
./dataset/00001310.jpg,a boy standing on a soccer field
./dataset/00001311.jpg,a tennis court
./dataset/00001312.jpg,a man in a white shirt
./dataset/00001313.jpg,the players are standing together
./dataset/00001314.jpg,a football player is on the field with other players
./dataset/00001315.jpg,a football game is being played on a field
./dataset/00001316.jpg,a football field
./dataset/00001317.jpg,the washington redskins play against the minnesota vikings in the first quarter
./dataset/00001318.jpg,a group of men playing a game of fr fr fr fr fr fr fr fr fr fr fr
./dataset/00001319.jpg,"mercedes stadium, section a, row 2, seat 10"
./dataset/00001320.jpg,a group of players
./dataset/00001321.jpg,a football game with a player running for the ball
./dataset/00001322.jpg,a group of people standing on a field
./dataset/00001323.jpg,a football game
./dataset/00001324.jpg,a man in a uniform
./dataset/00001325.jpg,a football game with a player running the ball
./dataset/00001326.jpg,a group of people are playing soccer on a field
./dataset/00001327.jpg,a football player is preparing to kick the ball
./dataset/00001328.jpg,a football game with a player running for the ball
./dataset/00001329.jpg,a football game with the players running
./dataset/00001330.jpg,a football field
./dataset/00001331.jpg,a man in a uniform is running with a football
./dataset/00001332.jpg,a man in a helmet and uniform is throwing a ball
./dataset/00001333.jpg,the football field at the indianapolis stadium
./dataset/00001334.jpg,a group of people playing frc
./dataset/00001335.jpg,a football player running with the ball
./dataset/00001336.jpg,a football game is being played in a stadium
./dataset/00001337.jpg,the football field at the university of iowa
./dataset/00001338.jpg,a football game with a large crowd watching
./dataset/00001339.jpg,two men playing soccer on a field
./dataset/00001340.jpg,a group of young men playing a game of football
./dataset/00001341.jpg,a man in a blue shirt and a helmet
./dataset/00001342.jpg,a football game is being played on a sunny day
./dataset/00001343.jpg,a man wearing a helmet
./dataset/00001344.jpg,the band is playing on the field
./dataset/00001345.jpg,a woman holding a bunch of flowers
./dataset/00001346.jpg,the football team is running on the field
./dataset/00001347.jpg,a football game with the team running on the field
./dataset/00001348.jpg,a stadium with a lot of empty seats
./dataset/00001349.jpg,a soccer field
./dataset/00001350.jpg,a group of people standing around a man throwing a ball
./dataset/00001351.jpg,a football player is running with the ball
./dataset/00001352.jpg,a football player running with the ball
./dataset/00001353.jpg,a large stadium
./dataset/00001354.jpg,the green bay packers are the green bay packers'best team in the nfl
./dataset/00001355.jpg,a football game with a player running the ball
./dataset/00001356.jpg,penn state football players celebrate after winning the class 4a championship
./dataset/00001357.jpg,a football game with a player running for the ball
./dataset/00001358.jpg,a group of people playing a game of football
./dataset/00001359.jpg,a group of young men playing football on a field
./dataset/00001360.jpg,a football field with the number fifty on it
./dataset/00001361.jpg,the 49ers's defense is a big problem
./dataset/00001362.jpg,the football team is celebrating after the game
./dataset/00001363.jpg,a crowd of people watching a football game
./dataset/00001364.jpg,a man running with a football
./dataset/00001365.jpg,the band is marching on the field
./dataset/00001366.jpg,the football team is standing on the field
./dataset/00001367.jpg,the football team is running on the field
./dataset/00001368.jpg,a group of soccer players on a field
./dataset/00001369.jpg,the football field
./dataset/00001370.jpg,a football game is being played on the field
./dataset/00001371.jpg,a football game is being played on a field
./dataset/00001372.jpg,a football player is running with the ball
./dataset/00001373.jpg,a football stadium
./dataset/00001374.jpg,a football player is tackled by another player
./dataset/00001375.jpg,a football game with a crowd watching
./dataset/00001376.jpg,a football game with players on the field
./dataset/00001377.jpg,a football game with players on the field
./dataset/00001378.jpg,a soccer player is jumping to catch the ball
./dataset/00001379.jpg,the ravens play the ravens in the afc super bowl game
./dataset/00001380.jpg,a group of young men playing a game of soccer
./dataset/00001381.jpg,a group of people on a field
./dataset/00001382.jpg,a football player is running on the field
./dataset/00001383.jpg,the emirates stadium
./dataset/00001384.jpg,a soccer player in action on the field
./dataset/00001385.jpg,a man in a uniform
./dataset/00001386.jpg,a football player running with the ball
./dataset/00001387.jpg,a man is bending his leg
./dataset/00001388.jpg,a football player running with the ball
./dataset/00001389.jpg,a group of people on a field playing football
./dataset/00001390.jpg,a football game with the players on the field
./dataset/00001391.jpg,a group of girls
./dataset/00001392.jpg,a football player is about to throw the ball
./dataset/00001393.jpg,a football game is being played on a field
./dataset/00001394.jpg,a football player is running with the ball
./dataset/00001395.jpg,a football player is tackled by a defender
./dataset/00001396.jpg,a group of young men playing a game of football
./dataset/00001397.jpg,a group of people standing in a field
./dataset/00001398.jpg,a football player is running with the ball
./dataset/00001399.jpg,person running the ball
./dataset/00001400.jpg,a stadium with a football field
./dataset/00001401.jpg,a football game is being played on a field
./dataset/00001402.jpg,"georgia stadium, section 2, row 2, seat 10"
./dataset/00001403.jpg,the chiefs running back to the chiefs
./dataset/00001404.jpg,a large crowd of people
./dataset/00001405.jpg,a football player running with the ball
./dataset/00001406.jpg,a football player is catching the ball
./dataset/00001407.jpg,a man running with a football on a field
./dataset/00001408.jpg,a football player running with the ball
./dataset/00001409.jpg,a group of young boys playing a game of football
./dataset/00001410.jpg,the football players are playing on the field
./dataset/00001411.jpg,a group of children standing in a field
./dataset/00001412.jpg,a football player is tackled by a player
./dataset/00001413.jpg,a football game is being played on the field
./dataset/00001414.jpg,a football player is trying to get the ball
./dataset/00001415.jpg,a football game with players running on the field
./dataset/00001416.jpg,a soccer goal on a field
./dataset/00001417.jpg,a man is climbing up a steep
./dataset/00001418.jpg,a football game with a player throwing the ball
./dataset/00001419.jpg,a football player is running with the ball
./dataset/00001420.jpg,the oregon state football team celebrates after a win over the oregon state
./dataset/00001421.jpg,a group of young boys playing football on a field
./dataset/00001422.jpg,a football player running with the ball
./dataset/00001423.jpg,a group of people sitting on a field
./dataset/00001424.jpg,a football player running with the ball
./dataset/00001425.jpg,a stadium filled with people
./dataset/00001426.jpg,a soccer field with a goal and a soccer goal
./dataset/00001427.jpg,a football player running with the ball
./dataset/00001428.jpg,a football game with players on the field
./dataset/00001429.jpg,the bears are getting ready for the super bowl game
./dataset/00001430.jpg,a group of people watching a kite fly over a field
./dataset/00001431.jpg,a man in a white shirt
./dataset/00001432.jpg,a football player running with the ball
./dataset/00001433.jpg,the football team is huddled up on the field
./dataset/00001434.jpg,a group of people playing football on a field
./dataset/00001435.jpg,a football game with players on the field
./dataset/00001436.jpg,a football team is walking onto the field
./dataset/00001437.jpg,a football player is running on the field
./dataset/00001438.jpg,a football player running on the field
./dataset/00001439.jpg,cheerleaders at the football game
./dataset/00001440.jpg,a football player running with the ball
./dataset/00001441.jpg,a stadium filled with fans
./dataset/00001442.jpg,a football field with a number on it
./dataset/00001443.jpg,a football game with a large screen in the background
./dataset/00001444.jpg,a football game is being played on a cloudy day
./dataset/00001445.jpg,a football field
./dataset/00001446.jpg,a group of people on a field playing soccer
./dataset/00001447.jpg,a football player running with the ball
